,Area_Code,State,Occupation_Code,Occupation_Title,Total_Employment,Mean_Hourly_Income,Hourly_10th_Percentile,Hourly_25th_Percentile,Median_Hourly_Income,Hourly_75th_Percentile,Hourly_90th_Percentile,Mean_Annual_Income,Annual_10th_Percentile,Annual_25th_Percentile,Median_Annual_Income,Annual_75th_Percentile,Annual_90th_Percentile
788,2,Alaska,15-1251,Computer Programmers,530,43.75,27.37,34.03,42.52,50.49,60.06,"91,000","56,920","70,790","88,450","105,020","124,930"
789,2,Alaska,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,360,49.65,31.84,38.95,45.78,56.40,75.98,"103,270","66,220","81,010","95,230","117,320","158,040"
790,2,Alaska,15-1257,Web Developers and Digital Interface Designers,140,31.69,17.94,23.47,29.85,41.85,47.20,"65,920","37,320","48,810","62,090","87,060","98,180"
791,2,Alaska,15-1299,"Computer Occupations, All Other",650,46.53,28.86,37.91,45.01,54.05,63.20,"96,780","60,020","78,850","93,630","112,420","131,450"
792,2,Alaska,15-2031,Operations Research Analysts,130,35.88,19.58,22.60,32.00,43.16,51.30,"74,620","40,730","47,010","66,560","89,770","106,700"
793,2,Alaska,15-2041,Statisticians,70,43.05,28.22,35.13,41.60,50.89,60.50,"89,540","58,710","73,080","86,520","105,850","125,850"
794,2,Alaska,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",110,33.83,24.21,28.86,33.10,38.43,45.82,"70,360","50,350","60,040","68,840","79,930","95,290"
872,2,Alaska,23-1011,Lawyers,"1,050",55.41,33.24,40.07,51.75,63.21,78.46,"115,260","69,150","83,350","107,630","131,480","163,200"
873,2,Alaska,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",40,53.40,39.50,42.52,52.10,59.39,76.91,"111,070","82,160","88,430","108,370","123,520","159,970"
874,2,Alaska,23-1022,"Arbitrators, Mediators, and Conciliators",70,42.92,33.39,41.03,44.39,47.75,49.60,"89,270","69,450","85,330","92,330","99,330","103,160"
875,2,Alaska,23-1023,"Judges, Magistrate Judges, and Magistrates",130,*,*,*,*,*,*,*,*,*,*,*,*
876,2,Alaska,23-2011,Paralegals and Legal Assistants,580,27.09,17.60,22.32,26.96,30.60,37.01,"56,360","36,600","46,420","56,080","63,650","76,990"
877,2,Alaska,23-2093,"Title Examiners, Abstractors, and Searchers",130,28.73,17.03,21.15,27.42,36.22,41.75,"59,750","35,420","43,980","57,030","75,330","86,840"
878,2,Alaska,23-2099,"Legal Support Workers, All Other",90,31.34,9.90,21.18,31.37,42.97,48.46,"65,180","20,580","44,060","65,250","89,370","100,790"
880,2,Alaska,25-1011,"Business Teachers, Postsecondary",110,*,*,*,*,*,*,"101,440","54,840","66,830","95,580","130,900","161,300"
881,2,Alaska,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",60,*,*,*,*,*,*,"81,720","52,440","61,980","74,260","99,370","129,270"
882,2,Alaska,25-1066,"Psychology Teachers, Postsecondary",70,*,*,*,*,*,*,"61,050","21,180","39,830","68,210","80,250","93,390"
883,2,Alaska,25-1071,"Health Specialties Teachers, Postsecondary",140,*,*,*,*,*,*,"69,540","21,190","59,450","73,630","86,630","99,740"
884,2,Alaska,25-1072,"Nursing Instructors and Teachers, Postsecondary",140,*,*,*,*,*,*,"75,940","31,080","61,320","78,560","96,830","113,750"
885,2,Alaska,25-1081,"Education Teachers, Postsecondary",70,*,*,*,*,*,*,"106,280","47,430","68,460","79,930","102,420",#
886,2,Alaska,25-1194,"Career/Technical Education Teachers, Postsecondary",240,35.85,17.07,28.72,39.37,45.07,48.44,"74,560","35,510","59,740","81,890","93,750","100,760"
887,2,Alaska,25-1199,"Postsecondary Teachers, All Other",180,*,*,*,*,*,*,"77,910","28,170","38,630","63,190","98,180","157,210"
888,2,Alaska,25-2011,"Preschool Teachers, Except Special Education","1,110",17.11,10.95,12.76,15.15,18.29,25.22,"35,580","22,780","26,550","31,500","38,040","52,450"
889,2,Alaska,25-2012,"Kindergarten Teachers, Except Special Education",110,*,*,*,*,*,*,"65,420","31,500","49,050","67,690","81,820","96,000"
890,2,Alaska,25-2021,"Elementary School Teachers, Except Special Education","3,820",*,*,*,*,*,*,"75,860","52,300","60,780","73,960","90,410","104,300"
891,2,Alaska,25-2022,"Middle School Teachers, Except Special and Career/Technical Education","1,160",*,*,*,*,*,*,"80,730","55,810","64,800","77,600","95,650","114,710"
892,2,Alaska,25-2023,"Career/Technical Education Teachers, Middle School",70,*,*,*,*,*,*,"97,310","57,780","85,460","104,150","119,210","128,030"
893,2,Alaska,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education","2,790",*,*,*,*,*,*,"75,820","49,990","61,980","74,910","91,030","104,760"
894,2,Alaska,25-2032,"Career/Technical Education Teachers, Secondary School",150,*,*,*,*,*,*,"78,690","55,310","67,720","78,580","93,200","103,650"
895,2,Alaska,25-2051,"Special Education Teachers, Preschool",50,*,*,*,*,*,*,"68,430","44,860","57,310","70,510","79,640","91,330"
896,2,Alaska,25-2052,"Special Education Teachers, Kindergarten and Elementary School",640,*,*,*,*,*,*,"73,380","52,050","60,880","72,860","85,930","100,670"
897,2,Alaska,25-2057,"Special Education Teachers, Middle School",230,*,*,*,*,*,*,"77,740","53,890","61,360","75,490","94,380","111,490"
898,2,Alaska,25-2058,"Special Education Teachers, Secondary School",560,*,*,*,*,*,*,"74,630","49,580","60,660","73,900","88,760","102,540"
899,2,Alaska,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",240,25.70,17.23,20.05,23.68,30.87,37.79,"53,460","35,840","41,710","49,250","64,210","78,610"
900,2,Alaska,25-3021,Self-Enrichment Teachers,430,26.59,15.23,18.67,24.25,30.82,40.34,"55,300","31,680","38,840","50,430","64,100","83,910"
901,2,Alaska,25-3031,"Substitute Teachers, Short-Term","1,920",17.80,11.26,12.68,16.68,21.88,24.18,"37,020","23,420","26,370","34,700","45,510","50,290"
902,2,Alaska,25-3097,"Tutors and Teachers and Instructors, All Other",910,*,*,*,*,*,*,"50,750","27,410","33,780","43,790","60,740","79,800"
903,2,Alaska,25-4012,Curators,50,32.30,19.91,25.44,29.51,39.22,48.64,"67,190","41,410","52,920","61,390","81,580","101,160"
904,2,Alaska,25-4013,Museum Technicians and Conservators,50,23.88,11.21,16.86,24.52,30.33,36.40,"49,670","23,320","35,060","51,000","63,090","75,720"
905,2,Alaska,25-4022,Librarians and Media Collections Specialists,360,33.24,14.88,20.91,33.36,42.45,52.28,"69,130","30,960","43,490","69,390","88,300","108,740"
906,2,Alaska,25-4031,Library Technicians,220,22.06,15.18,18.53,21.91,25.01,30.40,"45,890","31,580","38,550","45,570","52,010","63,220"
907,2,Alaska,25-9031,Instructional Coordinators,420,33.86,20.08,24.41,32.95,41.50,51.15,"70,420","41,760","50,770","68,530","86,310","106,390"
908,2,Alaska,25-9045,"Teaching Assistants, Except Postsecondary","4,350",*,*,*,*,*,*,"38,920","25,660","32,360","38,510","46,100","51,140"
909,2,Alaska,25-9099,"Educational Instruction and Library Workers, All Other",180,22.60,15.83,17.82,21.38,24.42,30.59,"47,000","32,920","37,060","44,460","50,800","63,640"
934,2,Alaska,29-1011,Chiropractors,150,38.02,25.40,30.83,36.57,46.71,54.28,"79,080","52,820","64,130","76,070","97,150","112,900"
935,2,Alaska,29-1021,"Dentists, General",190,115.35,59.08,87.44,#,#,#,"239,930","122,880","181,880",#,#,#
936,2,Alaska,29-1031,Dietitians and Nutritionists,140,34.92,22.54,26.80,32.67,40.96,49.96,"72,640","46,890","55,750","67,950","85,190","103,920"
937,2,Alaska,29-1041,Optometrists,80,69.01,42.03,47.73,58.11,75.36,#,"143,540","87,420","99,270","120,880","156,740",#
938,2,Alaska,29-1051,Pharmacists,460,68.56,51.69,64.02,70.68,77.78,88.24,"142,610","107,520","133,160","147,020","161,770","183,530"
939,2,Alaska,29-1071,Physician Assistants,470,61.79,42.47,52.81,61.77,73.45,81.60,"128,530","88,340","109,850","128,490","152,770","169,730"
940,2,Alaska,29-1122,Occupational Therapists,300,43.43,27.72,38.91,44.30,49.99,58.30,"90,340","57,660","80,920","92,150","103,980","121,270"
941,2,Alaska,29-1123,Physical Therapists,640,49.35,32.81,41.07,47.48,58.53,70.26,"102,650","68,240","85,420","98,750","121,740","146,130"
942,2,Alaska,29-1126,Respiratory Therapists,190,33.41,23.57,27.02,32.84,40.02,46.50,"69,490","49,030","56,200","68,310","83,230","96,710"
943,2,Alaska,29-1127,Speech-Language Pathologists,250,41.76,25.26,33.68,42.43,49.08,58.71,"86,870","52,540","70,060","88,250","102,080","122,110"
944,2,Alaska,29-1131,Veterinarians,240,45.67,20.90,29.60,41.97,49.12,64.20,"94,990","43,470","61,580","87,290","102,160","133,540"
945,2,Alaska,29-1141,Registered Nurses,"6,210",43.51,29.36,35.00,43.54,52.35,58.85,"90,500","61,060","72,790","90,550","108,880","122,400"
946,2,Alaska,29-1161,Nurse Midwives,50,41.31,22.44,28.31,37.72,53.00,66.04,"85,920","46,680","58,880","78,450","110,240","137,360"
947,2,Alaska,29-1171,Nurse Practitioners,490,55.72,29.58,39.37,56.00,68.29,79.66,"115,890","61,530","81,890","116,480","142,040","165,680"
948,2,Alaska,29-1181,Audiologists,**,38.73,25.57,32.50,37.78,45.86,53.46,"80,560","53,190","67,600","78,580","95,380","111,190"
949,2,Alaska,29-1211,Anesthesiologists,**,#,#,#,#,#,#,#,#,#,#,#,#
950,2,Alaska,29-1215,Family Medicine Physicians,400,122.25,64.37,93.52,#,#,#,"254,270","133,890","194,520",#,#,#
951,2,Alaska,29-1216,General Internal Medicine Physicians,**,110.65,55.93,86.96,#,#,#,"230,160","116,340","180,890",#,#,#
952,2,Alaska,29-1218,Obstetricians and Gynecologists,**,#,#,#,#,#,#,#,#,#,#,#,#
953,2,Alaska,29-1223,Psychiatrists,40,95.04,28.23,53.51,98.13,#,#,"197,680","58,730","111,300","204,110",#,#
954,2,Alaska,29-1228,"Physicians, All Other; and Ophthalmologists, Except Pediatric",710,124.30,56.86,#,#,#,#,"258,550","118,270",#,#,#,#
955,2,Alaska,29-1248,"Surgeons, Except Ophthalmologists",50,#,#,#,#,#,#,#,#,#,#,#,#
956,2,Alaska,29-1292,Dental Hygienists,610,55.19,36.25,49.98,56.61,64.39,74.34,"114,790","75,400","103,950","117,750","133,930","154,620"
957,2,Alaska,29-1298,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other",160,41.14,26.72,29.25,34.41,43.90,61.84,"85,580","55,580","60,850","71,580","91,310","128,620"
958,2,Alaska,29-2010,Clinical Laboratory Technologists and Technicians,640,34.95,18.17,23.27,32.97,45.27,56.43,"72,690","37,790","48,400","68,580","94,160","117,370"
959,2,Alaska,29-2031,Cardiovascular Technologists and Technicians,170,30.01,14.84,19.92,28.65,38.20,48.07,"62,430","30,860","41,430","59,590","79,450","99,990"
960,2,Alaska,29-2032,Diagnostic Medical Sonographers,150,46.76,38.73,41.74,46.29,52.67,59.37,"97,270","80,560","86,810","96,290","109,560","123,490"
961,2,Alaska,29-2034,Radiologic Technologists and Technicians,390,36.95,26.75,31.09,36.62,43.51,48.00,"76,850","55,630","64,680","76,160","90,510","99,840"
962,2,Alaska,29-2035,Magnetic Resonance Imaging Technologists,70,43.27,33.34,38.93,43.58,48.04,54.82,"90,010","69,350","80,970","90,660","99,930","114,030"
963,2,Alaska,29-2040,Emergency Medical Technicians and Paramedics,560,24.35,14.26,17.45,23.46,29.10,35.84,"50,640","29,660","36,300","48,790","60,520","74,550"
964,2,Alaska,29-2051,Dietetic Technicians,50,19.88,14.60,16.47,19.70,23.00,25.95,"41,340","30,360","34,250","40,970","47,850","53,970"
965,2,Alaska,29-2052,Pharmacy Technicians,590,21.29,15.91,17.86,21.00,24.21,28.02,"44,280","33,090","37,140","43,680","50,360","58,270"
966,2,Alaska,29-2053,Psychiatric Technicians,300,19.41,14.92,16.52,18.45,21.69,25.11,"40,370","31,030","34,350","38,390","45,120","52,220"
967,2,Alaska,29-2055,Surgical Technologists,240,32.53,25.41,28.46,32.88,36.73,39.48,"67,660","52,850","59,190","68,390","76,400","82,110"
968,2,Alaska,29-2056,Veterinary Technologists and Technicians,180,18.85,13.19,14.94,18.26,22.38,25.74,"39,200","27,440","31,080","37,980","46,550","53,540"
969,2,Alaska,29-2057,Ophthalmic Medical Technicians,80,22.62,16.62,18.50,21.62,24.79,30.98,"47,050","34,570","38,480","44,970","51,560","64,440"
970,2,Alaska,29-2061,Licensed Practical and Licensed Vocational Nurses,390,30.70,24.19,27.09,30.29,33.74,38.02,"63,850","50,310","56,340","63,000","70,180","79,080"
971,2,Alaska,29-2081,"Opticians, Dispensing",130,26.01,17.50,21.04,26.64,30.48,34.71,"54,110","36,390","43,750","55,420","63,400","72,200"
972,2,Alaska,29-2098,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other","1,040",27.89,16.70,20.10,26.27,34.13,41.75,"58,000","34,740","41,810","54,630","70,990","86,830"
973,2,Alaska,29-9091,Athletic Trainers,30,*,*,*,*,*,*,"50,640","41,030","43,730","48,100","53,990","65,140"
974,2,Alaska,29-9098,"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other",100,24.05,16.06,17.89,21.11,25.72,32.70,"50,020","33,400","37,210","43,920","53,490","68,020"
976,2,Alaska,31-1120,Home Health and Personal Care Aides,"6,910",16.70,12.35,14.01,16.43,18.53,20.17,"34,740","25,680","29,140","34,170","38,550","41,960"
977,2,Alaska,31-1131,Nursing Assistants,"1,730",19.38,15.80,17.02,18.66,21.62,23.92,"40,320","32,860","35,410","38,810","44,960","49,750"
978,2,Alaska,31-1132,Orderlies,90,17.40,11.87,15.10,16.67,18.26,23.27,"36,190","24,690","31,410","34,680","37,980","48,390"
979,2,Alaska,31-2021,Physical Therapist Assistants,240,30.50,18.33,24.57,31.36,37.32,40.90,"63,440","38,130","51,100","65,230","77,630","85,070"
980,2,Alaska,31-2022,Physical Therapist Aides,40,22.98,12.06,16.55,19.01,27.00,40.71,"47,800","25,090","34,430","39,530","56,160","84,670"
981,2,Alaska,31-9011,Massage Therapists,540,37.06,10.26,12.15,40.31,53.48,60.83,"77,080","21,350","25,280","83,840","111,240","126,520"
982,2,Alaska,31-9091,Dental Assistants,960,23.73,16.01,18.79,22.65,28.36,32.48,"49,350","33,290","39,080","47,100","58,980","67,560"
983,2,Alaska,31-9092,Medical Assistants,"2,740",21.94,16.63,18.63,21.55,24.37,28.25,"45,630","34,590","38,750","44,820","50,700","58,750"
984,2,Alaska,31-9093,Medical Equipment Preparers,240,24.37,17.00,19.29,23.32,28.13,31.89,"50,700","35,370","40,120","48,500","58,520","66,330"
985,2,Alaska,31-9094,Medical Transcriptionists,160,16.41,10.53,11.63,14.02,20.95,26.59,"34,130","21,910","24,180","29,160","43,570","55,300"
986,2,Alaska,31-9095,Pharmacy Aides,40,23.36,17.23,18.91,21.54,25.40,31.95,"48,600","35,840","39,330","44,810","52,820","66,450"
987,2,Alaska,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,170,15.62,11.12,12.78,15.24,18.08,20.24,"32,500","23,120","26,580","31,690","37,600","42,090"
988,2,Alaska,31-9097,Phlebotomists,240,20.24,15.80,16.97,18.92,23.13,27.36,"42,100","32,860","35,300","39,360","48,120","56,900"
989,2,Alaska,31-9099,"Healthcare Support Workers, All Other",**,24.21,16.87,20.54,24.44,27.76,32.04,"50,350","35,090","42,720","50,830","57,750","66,640"
1052,2,Alaska,41-1011,First-Line Supervisors of Retail Sales Workers,"2,140",22.69,14.33,16.91,20.69,26.24,32.83,"47,190","29,810","35,180","43,030","54,590","68,290"
1053,2,Alaska,41-1012,First-Line Supervisors of Non-Retail Sales Workers,240,34.88,21.45,24.73,30.68,41.06,58.04,"72,550","44,610","51,430","63,820","85,410","120,730"
1054,2,Alaska,41-2011,Cashiers,"7,010",13.57,10.63,11.45,12.97,14.83,17.74,"28,230","22,110","23,820","26,980","30,850","36,900"
1055,2,Alaska,41-2012,Gambling Change Persons and Booth Cashiers,**,13.86,10.51,10.52,11.17,13.50,26.86,"28,840","21,870","21,870","23,220","28,080","55,870"
1056,2,Alaska,41-2021,Counter and Rental Clerks,660,15.62,11.23,12.52,14.92,17.83,21.95,"32,490","23,350","26,050","31,040","37,090","45,660"
1057,2,Alaska,41-2022,Parts Salespersons,530,20.16,13.12,15.60,19.39,23.16,29.72,"41,940","27,280","32,450","40,330","48,180","61,810"
1058,2,Alaska,41-2031,Retail Salespersons,"10,360",15.62,10.74,11.72,13.79,17.08,22.44,"32,490","22,330","24,370","28,690","35,520","46,670"
1059,2,Alaska,41-3011,Advertising Sales Agents,200,24.70,11.25,16.96,23.42,30.57,39.20,"51,390","23,410","35,280","48,720","63,580","81,540"
1060,2,Alaska,41-3021,Insurance Sales Agents,470,32.52,16.18,19.26,25.31,33.90,52.40,"67,650","33,660","40,060","52,650","70,520","108,990"
1061,2,Alaska,41-3031,"Securities, Commodities, and Financial Services Sales Agents",200,36.60,19.64,22.25,27.10,33.48,64.00,"76,130","40,860","46,280","56,380","69,630","133,120"
1062,2,Alaska,41-3041,Travel Agents,270,20.88,13.92,16.60,19.51,23.78,29.33,"43,430","28,960","34,530","40,570","49,460","61,000"
1063,2,Alaska,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",930,27.10,12.86,15.94,23.00,34.13,46.92,"56,360","26,750","33,160","47,830","71,000","97,590"
1064,2,Alaska,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",580,38.12,20.53,25.76,34.84,47.34,60.10,"79,300","42,700","53,580","72,470","98,460","125,010"
1065,2,Alaska,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","1,420",28.69,16.48,20.87,25.97,33.79,45.76,"59,680","34,270","43,420","54,020","70,280","95,180"
1066,2,Alaska,41-9011,Demonstrators and Product Promoters,140,16.34,10.79,11.82,14.30,18.06,26.99,"33,980","22,440","24,590","29,740","37,560","56,140"
1067,2,Alaska,41-9021,Real Estate Brokers,30,33.30,25.93,27.90,32.00,37.35,45.05,"69,260","53,940","58,040","66,560","77,700","93,700"
1068,2,Alaska,41-9022,Real Estate Sales Agents,190,38.15,27.21,31.83,36.83,44.36,50.89,"79,360","56,600","66,210","76,610","92,270","105,850"
1069,2,Alaska,41-9041,Telemarketers,30,13.10,10.48,11.92,13.30,14.50,15.34,"27,240","21,790","24,800","27,660","30,160","31,910"
1070,2,Alaska,41-9099,"Sales and Related Workers, All Other",220,16.63,11.56,12.86,14.22,16.51,26.57,"34,600","24,040","26,750","29,580","34,340","55,270"
1327,4,Arizona,15-1211,Computer Systems Analysts,"11,740",43.39,27.31,33.79,42.93,52.14,61.30,"90,250","56,810","70,270","89,290","108,440","127,510"
1328,4,Arizona,15-1212,Information Security Analysts,"3,630",46.86,28.00,37.66,46.49,57.17,65.48,"97,470","58,250","78,340","96,700","118,920","136,210"
1329,4,Arizona,15-1221,Computer and Information Research Scientists,280,54.43,30.41,42.23,51.59,66.11,77.50,"113,220","63,260","87,840","107,300","137,510","161,190"
1330,4,Arizona,15-1231,Computer Network Support Specialists,"4,950",27.32,16.71,19.89,25.07,32.63,41.52,"56,830","34,760","41,370","52,150","67,870","86,350"
1331,4,Arizona,15-1232,Computer User Support Specialists,"17,740",25.80,15.14,18.04,23.43,30.68,42.03,"53,670","31,500","37,520","48,730","63,820","87,410"
1332,4,Arizona,15-1241,Computer Network Architects,"3,200",50.65,30.81,38.83,49.69,62.03,74.41,"105,350","64,090","80,760","103,360","129,010","154,780"
1333,4,Arizona,15-1244,Network and Computer Systems Administrators,"7,030",40.93,25.61,30.91,38.36,49.20,61.22,"85,130","53,260","64,300","79,800","102,350","127,340"
1334,4,Arizona,15-1245,Database Administrators and Architects,"2,320",48.58,26.66,35.09,47.49,59.99,74.31,"101,040","55,440","72,980","98,780","124,780","154,560"
1335,4,Arizona,15-1251,Computer Programmers,"2,870",*,*,*,*,*,*,*,*,*,*,*,*
1336,4,Arizona,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,"29,660",48.43,29.37,37.53,47.76,58.78,70.09,"100,730","61,090","78,050","99,330","122,250","145,790"
1337,4,Arizona,15-1257,Web Developers and Digital Interface Designers,"2,810",32.68,16.47,21.48,30.51,41.42,54.68,"67,970","34,250","44,670","63,470","86,160","113,730"
1338,4,Arizona,15-1299,"Computer Occupations, All Other","7,910",40.82,20.56,28.30,38.61,51.02,62.85,"84,910","42,770","58,870","80,320","106,130","130,720"
1339,4,Arizona,15-2011,Actuaries,150,50.58,31.96,39.14,48.23,58.15,70.03,"105,220","66,480","81,400","100,320","120,950","145,660"
